Att 1,Att 2,Correlation
V246,V256,0.123155845
V157,V95,0.12315332
V302,V236,0.123142485
V329,V44,0.123117645
V82,V335,0.123116012
V73,V221,0.123106554
V234,C4,0.123096611
V54,V11,0.1230942
V67,V39,0.123087517
V178,V230,0.123083517
V146,V43,0.123060438
V298,V276,0.123044223
V184,V199,0.12304138
V277,V147,0.12303757
D7,D13,0.123022954
D15,V289,0.123021616
V162,V157,0.123000907
V24,V117,0.122999963
V33,V47,0.122989366
V286,V161,0.122987637
V154,TransactionAmt,0.122946052
V208,V333,0.122945948
V11,D1,0.122945461
D7,V239,0.122934861
V85,TransactionAmt,0.122932468
V145,TransactionAmt,0.122916614
V197,V235,0.122866433
V124,D7,0.122862215
V126,V156,0.122828657
TransactionDT,V35,0.122803868
V52,V99,0.122801425
V297,V166,0.122784577
D6,V327,0.122780786
V156,V63,0.122778198
V205,V271,0.122754525
V154,V63,0.122737314
V196,V147,0.122735531
V303,D6,0.122729385
V293,V157,0.122726748
V94,C4,0.122703683
V109,V161,0.122702487
V223,V280,0.122700036
V247,V45,0.122694228
V218,V176,0.122672234
V40,V164,0.122663495
V184,V226,0.122626825
V160,TransactionAmt,0.122626204
V283,V63,0.12261044
V140,V196,0.122607678
V309,V264,0.122594899
V306,V251,0.122584225
V310,V155,0.122582591
V273,V199,0.122572778
V146,V258,0.122556021
V284,V296,0.12255079
V167,V149,0.122542061
V146,V196,0.122516249
V149,V212,0.122505186
V266,V261,0.122500642
V326,V197,0.122499489
V50,V272,0.122484868
V59,V138,0.122482693
V198,V19,0.122473218
V74,V273,0.122469805
V136,V149,0.122460296
V337,V231,0.122459325
C4,V57,0.12245126
V132,V156,0.122430914
V7,V78,0.122430638
D4,V11,0.122429177
TransactionID,V35,0.12241476
V20,V79,0.122402027
V264,V315,0.122395659
V325,V37,0.122383383
V207,D14,0.122375666
V136,V250,0.122370584
V276,V167,0.12235632
V50,C10,0.1223557
V225,V130,0.122345427
V157,V101,0.122345093
V11,V282,0.122337572
TransactionAmt,V39,0.122336418
V149,V248,0.12233204
V138,V86,0.122319345
V135,TransactionAmt,0.122297579
V38,V13,0.122292341
V208,V15,0.12228319
V156,V306,0.122260771
V278,V73,0.122254523
V18,TransactionAmt,0.122236571
V197,V257,0.122226105
V301,V277,0.122215514
V288,D10,0.122209171
V191,V168,0.122195622
V62,V221,0.122187383
V230,V139,0.122177271
V228,V81,0.122170894
V264,V94,0.122137563
V153,V248,0.122137031
V211,V149,0.122131583
V57,C8,0.12213068
V303,V87,0.122128814
V261,V269,0.12212338
D11,V11,0.122114382
V313,V269,0.12211303
V276,V168,0.122107232
V207,V73,0.122103442
V243,V269,0.122077205
V50,V333,0.122069095
V303,V142,0.122054474
V251,V126,0.122048325
V263,V257,0.12203974
V157,V322,0.122037258
V47,V259,0.122035071
V158,V259,0.122035024
V61,V283,0.122008062
C9,V303,0.121989463
V114,V140,0.121978343
V231,V288,0.121972882
V26,V46,0.121972329
V146,V83,0.121904434
V21,V106,0.1218602
D5,V244,0.121823526
V177,V156,0.121822672
V157,V335,0.121816025
V285,V194,0.121805433
V262,V46,0.121800636
V12,V38,0.121793037
V155,V202,0.121791063
V154,V203,0.121776884
card1,V331,0.121763262
V251,V293,0.121756598
V254,V149,0.121744687
V123,V80,0.121732546
V189,V116,0.121731416
V94,V236,0.121705151
V158,V171,0.121702821
V116,V44,0.121689978
V156,V316,0.121685706
V158,V297,0.121677503
V221,V74,0.121675119
V89,V204,0.121667883
TransactionAmt,V239,0.121664365
V58,V20,0.121655854
V251,V101,0.121639819
V42,V337,0.121616699
V111,isFraud,0.121609561
V271,V275,0.121608556
V38,D2,0.121584185
V325,V170,0.121583712
V47,V79,0.121578101
V38,V334,0.121558418
V73,C10,0.121555368
V288,V76,0.121550183
C12,V73,0.121539612
V55,V227,0.121537492
V67,V16,0.121527692
D14,V224,0.121513234
V231,V33,0.121511732
V281,V40,0.121498024
V258,V194,0.121479925
V233,V207,0.121458317
V169,D3,0.121425918
isFraud,V184,0.121394417
V78,V218,0.121365322
V73,V99,0.121361512
V125,V174,0.12135653
V174,V232,0.121344183
V188,V116,0.121341591
V99,V39,0.121325163
C7,V73,0.121321542
V34,V47,0.121312766
V207,V20,0.121309694
V331,V156,0.121304458
V282,V161,0.121302538
V153,TransactionAmt,0.121297218
V79,V198,0.12129062
V232,V77,0.121274799
V147,V82,0.121269447
V207,V232,0.121224002
C8,V50,0.121217669
V230,V198,0.121211644
V54,D3,0.121207009
V39,V163,0.121200683
D13,V171,0.121174374
V276,V212,0.121173015
V285,V262,0.121170705
V214,V58,0.121151551
D7,V257,0.121149723
V174,V233,0.121142638
V314,V267,0.121113733
V204,V166,0.121110787
V47,V41,0.121110653
V244,V40,0.121108954
V244,V232,0.12110851
V246,V231,0.121106721
V67,V63,0.121102327
D13,V34,0.121099264
V251,V132,0.121078199
V289,V228,0.121075154
V51,V279,0.121072666
V63,V149,0.121071098
V251,V316,0.121053821
V301,V136,0.121049319
V56,V47,0.121049288
D10,V145,0.121039961
V57,D13,0.121039746
V145,V164,0.121035457
V72,V19,0.1210189
V69,V287,0.121005907
V208,V77,0.120992728
V130,V149,0.120983566
V15,V310,0.120966024
V13,V10,0.120945031
V8,V67,0.120940749
V190,V24,0.12092751
D7,V314,0.120921203
V230,V168,0.120912403
V310,V94,0.120905571
V158,V243,0.1208936
V178,V158,0.120881585
V219,V313,0.120877065
V217,V62,0.120874583
V201,V92,0.120836853
V236,V44,0.120817365
V149,V204,0.120802173
V47,V15,0.120796604
V304,V155,0.120784414
TransactionAmt,V159,0.120778597
V258,D7,0.12076503
V53,V38,0.120756605
V47,V186,0.120755219
V39,V161,0.120752452
V231,V15,0.120743425
V57,V281,0.120718449
V270,D2,0.12069105
V18,V82,0.120686486
TransactionAmt,V321,0.120678532
V92,V200,0.120670557
V25,V54,0.120658252
V267,V306,0.120656204
V278,V20,0.120648628
V81,V111,0.120610435
V278,V16,0.1205849
V73,V217,0.12057647
V98,V167,0.120570213
V63,V142,0.120555337
V51,C12,0.12052154
V108,V199,0.120513203
V306,V157,0.120501025
V276,V27,0.120494559
V223,V296,0.120493846
V152,D5,0.120493036
V162,V38,0.120492447
V203,V94,0.12049218
V160,D2,0.12049105
V61,V81,0.120471987
V275,V58,0.120471584
V147,V80,0.120467603
V52,V11,0.120464901
V59,V47,0.120464652
V174,V43,0.120457117
V303,V44,0.120452959
V169,V98,0.120431275
V2,V279,0.120405992
V46,V161,0.12039474
V198,V174,0.120389072
V81,V123,0.120384597
V57,V47,0.12038229
V141,V149,0.120374106
V232,V242,0.120373026
V320,V148,0.120371511
C12,V74,0.120366075
V171,V249,0.120364106
V208,V285,0.120353827
V74,V277,0.120340896
V168,V268,0.12032904
V86,V116,0.120327873
V266,V284,0.120325837
V286,V176,0.120312849
C1,V176,0.120291637
V336,V173,0.120283749
V289,D11,0.120271126
V94,V210,0.120268196
V207,D10,0.1202549
V20,V147,0.12024491
V179,V284,0.120237996
V316,V157,0.120210471
D15,V82,0.120205518
V260,V47,0.12017396
V50,C12,0.120132695
V218,V87,0.120124754
TransactionDT,V36,0.120121878
V208,V185,0.120108822
V47,V58,0.120105262
V50,C7,0.120097902
V338,V149,0.120095428
V177,V157,0.120074393
V299,V284,0.120072079
V139,V166,0.120061049
TransactionAmt,V185,0.12005958
V205,V89,0.120038428
V242,V125,0.12003602
V234,V315,0.120030045
V79,V180,0.120025501
V180,V153,0.120024052
V255,V147,0.120022907
V132,V157,0.119974423
V98,V322,0.119963956
V313,V140,0.119955039
C4,V73,0.119950615
V185,V87,0.119941422
V104,V166,0.119939021
V110,V199,0.119938368
V328,V44,0.119925963
V94,V228,0.119914945
V74,C10,0.11991234
C4,V71,0.119900264
V298,V284,0.119898265
V163,V43,0.119893646
C8,V73,0.119887601
V158,V168,0.119884141
V32,V140,0.119884111
V57,V310,0.119869326
V39,V334,0.119840536
V55,V47,0.119814135
V283,V57,0.119795892
V36,TransactionID,0.119793039
V46,V163,0.119791102
V264,TransactionAmt,0.119764485
V13,V37,0.119762222
V290,V295,0.11972746
V62,V232,0.119722357
V71,C10,0.119719445
D10,V208,0.119719092
V199,V262,0.119707946
V148,V248,0.119704828
V123,V106,0.11970183
V76,D10,0.119698446
V118,V107,0.119670495
V76,V314,0.119662297
V36,V96,0.119656024
V83,V325,0.119651522
V60,TransactionAmt,0.119647958
V251,V136,0.119630297
V92,C10,0.119629828
V285,V140,0.119620763
V73,V231,0.119615835
V83,D13,0.119608354
V39,V310,0.11960467
V147,V291,0.119600255
V284,V204,0.119572309
D7,V238,0.119541944
V174,V275,0.119539204
C7,V74,0.11953399
V56,V260,0.119522621
V220,V262,0.119513089
V292,V220,0.119507912
V335,V83,0.119507173
V15,V171,0.119479651
V212,V156,0.11947768
V250,V261,0.119474227
V147,V83,0.119470683
V282,V197,0.119453333
TransactionDT,V302,0.119437869
V326,V32,0.119425961
V82,V257,0.119412739
V221,V252,0.119412576
C4,V92,0.119400553
V181,V246,0.119393805
V82,V236,0.119375326
C7,V51,0.119375244
V68,V269,0.119368619
V330,V43,0.119312606
V67,V42,0.119301613
V315,V269,0.119296828
V92,V47,0.119281399
V239,V216,0.11927711
V277,V146,0.119263902
V61,V85,0.119263508
V204,V94,0.119255894
V264,V334,0.119227182
V82,V226,0.119225091
V39,V130,0.119154521
V62,V233,0.119114069
V310,V149,0.119093502
V182,V268,0.119079377
V167,V156,0.119073077
V33,V171,0.11904198
V154,V196,0.119033334
V80,V111,0.119029428
V314,D3,0.119021162
V136,V156,0.119020897
C10,V51,0.118997295
V27,V214,0.118982332
V245,D2,0.118947591
V235,V156,0.11894539
V205,C11,0.118943663
C7,V58,0.118919993
V73,V170,0.118904292
V187,V168,0.118902107
V254,V158,0.11888753
V259,D2,0.118885703
card1,V338,0.118885452
card3,V257,0.118855906
V79,C7,0.118819968
V287,V129,0.118815693
D7,V64,0.118800997
V45,V155,0.118800188
V51,V293,0.118786681
V52,V130,0.118771546
D15,V250,0.118769529
V77,V13,0.118758348
V283,V80,0.118751083
V208,V202,0.118723931
V47,V63,0.118717896
V327,V278,0.118716389
V215,V94,0.118712318
V19,V84,0.118695942
D5,V242,0.118686292
V242,V40,0.118673729
V37,V339,0.118673605
V94,V189,0.118661368
V281,V42,0.11866019
V322,V82,0.118636043
V230,V177,0.118634519
V157,V126,0.118615037
V156,V211,0.118611526
V261,V33,0.11858196
V267,V235,0.118563408
V261,V15,0.118549534
V138,V38,0.118529217
V270,V273,0.118523105
V109,V199,0.118522245
V303,V274,0.118508506
V238,V123,0.118506158
V16,V47,0.118483159
V233,V34,0.118473319
V220,D3,0.118447607
V270,V77,0.118445392
V282,V272,0.118426022
C8,V74,0.118415487
V11,V76,0.118401532
V221,V58,0.118392311
V279,V223,0.118384398
V260,V86,0.118378089
V16,V310,0.118374144
V333,V166,0.118372865
V179,V230,0.118352883
V314,V157,0.118344829
V94,V47,0.118316247
V68,V326,0.118304946
V183,D5,0.118304876
V79,D7,0.118270638
V58,C10,0.118266234
V36,V314,0.118258845
V184,V243,0.118238223
V74,V170,0.118229805
V337,V336,0.118221234
V196,V153,0.118219868
V174,V334,0.118210619
V274,V302,0.118209202
V161,V263,0.118200281
V238,TransactionAmt,0.1181871
V248,V190,0.118155685
V74,C4,0.118155553
V226,V147,0.118143939
C8,V51,0.118133343
V189,V175,0.118099146
V246,V233,0.11808211
V248,V158,0.11807612
V335,V163,0.118067118
V34,V232,0.118066099
V123,V329,0.11806373
V40,V273,0.118059033
V174,V231,0.118048212
V260,V268,0.118019866
V90,V62,0.118015965
V234,V135,0.117995247
V25,V14,0.117988161
C12,V58,0.117983755
V314,V321,0.117980845
V116,V140,0.117971334
V205,V194,0.117935417
V146,V291,0.117919047
V224,D3,0.117914459
C9,V51,0.117888536
V79,D2,0.117887379
V43,D2,0.117887333
V47,V50,0.117872673
V21,V295,0.117859868
V71,C8,0.117828747
V50,V285,0.117812122
V98,V124,0.117809053
V21,V280,0.117803173
V313,V217,0.117800369
V149,V202,0.117786924
C12,V52,0.117773058
V80,TransactionAmt,0.11773037
V314,V260,0.117721289
V31,V295,0.117718198
V17,V24,0.117717422
C12,V79,0.117712988
V176,C2,0.117709001
card3,V246,0.11769353
V265,V94,0.117692574
V295,V3,0.117689868
V123,V184,0.117685225
V50,V96,0.117681762
V105,V21,0.11768163
V34,V217,0.117680473
V258,V149,0.117677321
V211,V257,0.117664666
V273,V58,0.1176646
V266,V68,0.11763951
V333,V267,0.117606672
V271,V50,0.117603598
C4,V58,0.117598218
V124,D5,0.117579947
V289,V13,0.117578653
V310,V79,0.117576724
V98,D6,0.117574205
V55,V271,0.117551769
V223,V96,0.117550966
D8,V330,0.11754608
V79,V224,0.117523995
V238,isFraud,0.117511783
V161,V87,0.117505374
V221,V300,0.117504621
D7,V125,0.117494488
V98,V205,0.117490552
D7,V150,0.117484488
V186,V168,0.117475829
V269,V277,0.11747394
V40,TransactionAmt,0.117457113
V45,V236,0.117441731
V79,C10,0.117421222
V195,V174,0.117420139
V245,V78,0.117406302
V225,V77,0.117399117
V195,V33,0.117397128
V130,V156,0.117389271
V21,V103,0.11736914
V229,D2,0.117357125
V19,V255,0.11734976
V37,V66,0.117347981
V62,V231,0.117325642
V253,V193,0.117324243
V294,V31,0.117320644
V158,V279,0.117292874
V322,V83,0.117285675
V21,V298,0.11725604
V12,V37,0.117250569
V246,V124,0.117232006
V89,V214,0.117220388
V239,V78,0.117213906
V67,V31,0.117210802
V219,V74,0.117192991
V180,V268,0.117167819
V325,V331,0.117164783
V222,V73,0.117156129
V174,V263,0.11714186
card3,V83,0.117138656
V224,V310,0.117135337
V52,V234,0.117082752
V89,V271,0.117078253
V36,D5,0.117072756
V15,C12,0.11706376
D5,V98,0.117055968
V280,V31,0.117052434
V100,D10,0.117046522
V270,V267,0.117044512
V234,V255,0.117008841
V94,V202,0.11700456
V290,V280,0.116970898
V312,V223,0.116924188
C8,V92,0.116918455
card5,V302,0.116916794
V68,V327,0.116910296
C8,V58,0.116904744
addr2,C12,0.116900935
V60,V66,0.116849279
V80,V221,0.116840549
V286,V327,0.11682092
V156,V338,0.116819058
V67,V304,0.116814936
V281,V58,0.116811536
V186,V147,0.116807791
V33,V194,0.116805404
V169,V79,0.116798207
V221,V40,0.116797125
V54,V37,0.116795041
D10,D5,0.116784081
V156,V204,0.116781939
V174,V236,0.11677288
D5,V163,0.116756396
V265,V228,0.116744096
V259,V52,0.116743472
C4,V51,0.11672265
V225,V215,0.116711449
C13,V209,0.116705274
C12,V33,0.116699626
C7,V71,0.11669925
V38,V236,0.116674166
V83,V31,0.116673446
C4,V79,0.116660982
V148,V230,0.116660858
V66,V228,0.116657398
V87,V3,0.116651429
V251,D15,0.11664862
V198,V208,0.116623715
V299,V63,0.116608602
V77,V46,0.116594877
D7,V220,0.116588695
V314,V311,0.116585691
V157,V248,0.116576745
V170,V181,0.116573235
V207,V179,0.116571535
V99,V208,0.116548696
V268,V183,0.11654055
V167,V157,0.116538817
V339,V146,0.116536655
V290,V260,0.116531826
V277,V266,0.116521303
V158,V213,0.116517393
V93,V47,0.116510452
V26,V41,0.116487279
V158,V95,0.1164774
C14,V203,0.116465333
V173,V171,0.116462822
V300,V222,0.116448289
V243,V169,0.116446051
D5,V145,0.116441379
V111,V199,0.116437898
V22,V299,0.116422476
C10,V16,0.11642054
C7,V15,0.116391939
V37,V67,0.116378094
V287,V283,0.116368101
V254,V189,0.116366314
C12,V71,0.116350333
V79,C8,0.116335374
V319,V209,0.116333919
V231,V170,0.11633048
V44,V247,0.116326525
V230,V57,0.116289307
V71,V47,0.116269238
V67,V303,0.116268238
V11,V312,0.116256346
V261,V47,0.116241686
V222,V81,0.116241433
V97,V21,0.116240893
V31,V47,0.116228156
V84,V283,0.116216345
V172,V313,0.116210771
V208,V172,0.116201409
V139,V287,0.116195102
C7,addr2,0.116193006
V273,V288,0.116190345
V50,D2,0.116184566
D2,V286,0.11617801
V289,V219,0.116164202
V274,V284,0.116164039
V320,V155,0.116155806
V140,V99,0.116151925
V327,V72,0.116133709
V124,V244,0.116126276
V158,V293,0.116123074
V125,D14,0.11612298
V170,V219,0.116118639
V11,V279,0.116114125
V63,V157,0.116105977
V222,V82,0.116102299
V220,V39,0.116085718
V207,V231,0.116085075
V186,V146,0.116063095
V156,V40,0.116047708
V120,V124,0.116038722
V64,V158,0.11602492
V202,V325,0.115993784
V94,V130,0.115983526
V113,isFraud,0.115975827
V72,V47,0.115973494
V222,V174,0.115970819
V58,D2,0.115961348
C9,V92,0.115958558
V150,D2,0.115951804
V180,V154,0.115944866
C7,V52,0.115938746
D7,V246,0.115934342
V243,V148,0.115933619
V339,V184,0.115932108
V237,V174,0.115923957
V258,V155,0.115900584
V222,V83,0.115885553
V138,V222,0.115873921
V38,V54,0.115869586
V237,V246,0.115848903
V189,V115,0.115842792
V82,V85,0.11583518
V325,D1,0.115824799
V161,V110,0.115815418
V332,V208,0.115790533
isFraud,V48,0.115785879
V158,V101,0.115781267
V113,V199,0.115732205
V309,V288,0.1156981
V246,V167,0.115684469
V302,V47,0.115683036
V155,V243,0.115681441
V230,V231,0.115677504
V42,C9,0.115649327
V20,V31,0.115646405
V31,V62,0.115641266
V331,V157,0.115616255
V40,V99,0.115589999
V199,V275,0.115559654
V223,V59,0.115547334
D2,V255,0.115534709
V162,V40,0.115523527
C10,V52,0.115522816
V156,V310,0.11551503
V14,V46,0.115512528
V43,D7,0.115479171
V310,V58,0.115453499
V12,V77,0.115448936
V254,V184,0.115438022
C7,V22,0.115433374
V130,V224,0.115387009
V158,V322,0.115379072
V154,V190,0.115373533
V313,V54,0.115372911
V220,V157,0.115371791
V92,C7,0.11536755
D7,V41,0.115362537
V100,V42,0.115344515
V174,V261,0.11533063
V325,V250,0.115325314
V182,V247,0.115314459
V42,D2,0.115313108
V299,V31,0.115312336
V310,V33,0.115280911
V154,V38,0.115277019
V21,V297,0.115267963
D10,C6,0.115265948
V74,V229,0.11526154
V208,V34,0.115255709
V130,V89,0.115255188
V17,V258,0.115254296
V301,D2,0.115246801
V57,V130,0.11523307
V61,V64,0.115230457
C4,V72,0.115227372
C8,V31,0.115216887
V67,V32,0.115213852
V96,D11,0.115202166
V71,V283,0.115194874
V222,V301,0.115192932
V16,V233,0.115191854
V199,V112,0.115190851
C12,V92,0.115190634
V208,V331,0.115172873
V52,C8,0.115171583
V211,V157,0.115147813
V82,V243,0.115144117
D13,V73,0.115109207
V166,V181,0.11510466
V325,card5,0.11508914
V287,D2,0.115075153
V289,V67,0.115073217
V185,D8,0.115056219
V171,V72,0.115048544
V261,D10,0.115027237
V217,V190,0.115020372
V169,V157,0.11501907
V45,V115,0.115012882
V310,V52,0.115004742
V315,D1,0.114993963
D2,V159,0.114983247
V38,V292,0.114975079
V22,V106,0.11497011
V188,V115,0.114961884
V16,V232,0.11493834
V327,D8,0.114883621
V171,V141,0.114874343
V242,V217,0.114858005
V247,V278,0.114843991
V218,V313,0.114834062
V28,V269,0.114833263
V205,V313,0.114825801
V77,V36,0.114821381
V267,V331,0.114805424
V113,V39,0.114803452
V52,C9,0.114794428
V228,V302,0.114790399
V208,V128,0.114773903
V22,C12,0.114761335
V174,V273,0.114758909
V17,V260,0.114752989
V190,V153,0.1147519
V221,V262,0.114720269
V338,V208,0.114709142
V302,V82,0.114704413
V192,V21,0.114699001
V236,V304,0.114651498
V213,V257,0.11464588
V16,V217,0.114638907
V217,V244,0.114636201
V134,V21,0.114616856
V153,V125,0.114594954
V324,V46,0.114580515
V225,V57,0.114575533
V15,V130,0.114560267
V199,V92,0.114530916
V155,V72,0.114517227
V226,V313,0.11451591
V322,V46,0.114509956
V63,V295,0.114508317
V263,V303,0.114507708
V215,V224,0.114502775
V301,V221,0.114493287
V334,V314,0.114488141
TransactionAmt,V81,0.114486349
C9,V31,0.114477884
V63,V280,0.114474838
V260,V46,0.114463032
V208,V183,0.114456881
V295,V10,0.114455244
V11,V100,0.114445904
V246,V83,0.114445412
V274,V271,0.114433808
V85,V158,0.11440843
V284,V106,0.114396903
V163,V109,0.114390898
V299,V17,0.114377521
V284,V213,0.11436521
V157,V212,0.114355366
V61,V261,0.114351363
V239,V123,0.114349715
V220,V52,0.114342583
V72,C10,0.114335553
V208,V308,0.114305908
V214,V217,0.114303922
V153,V72,0.114299176
V170,V289,0.11428886
V320,V250,0.114259533
V334,V223,0.114256636
V57,D2,0.114252367
V231,V34,0.114246342
D2,V15,0.11424401
D8,V230,0.114232635
V237,V288,0.114216773
V273,V214,0.114196712
V67,V282,0.114176316
V221,V138,0.114173248
V157,V310,0.114164227
